CaseID;Activity;Resource;StartTimestamp;CompleteTimestamp;Variant;VariantIndex;Column6
BZ-07-0027-001;Register appeal;Person G;2007/01/11 00:00:00.000;2007/01/11 00:00:00.000;Variant 5;5;School housing
BZ-07-0027-001;Confirm reception;Person G;2007/01/11 00:00:00.000;2007/01/11 00:00:00.000;Variant 5;5;School housing
BZ-07-0027-001;Register receipt of documents;Person L;2007/01/11 00:00:00.000;2008/06/03 00:00:00.000;Variant 5;5;School housing
BZ-07-0027-001;Withdraw appeal;Person L;2008/06/03 00:00:00.000;2008/06/03 00:00:00.000;Variant 5;5;School housing
BZ-07-0027-001;Archive;Person L;2008/08/18 00:00:00.000;2008/08/18 00:00:00.000;Variant 5;5;School housing
BZ-07-0028-001;Register appeal;Person G;2007/01/11 00:00:00.000;2007/01/11 00:00:00.000;Variant 1;1;Towed car
BZ-07-0028-001;Confirm reception;Person G;2007/01/11 00:00:00.000;2007/01/11 00:00:00.000;Variant 1;1;Towed car
BZ-07-0028-001;Register receipt of documents;Person L;2007/01/11 00:00:00.000;2007/02/16 00:00:00.000;Variant 1;1;Towed car
BZ-07-0028-001;Result hearing / Write advice;Person L;2007/02/16 00:00:00.000;2007/03/20 00:00:00.000;Variant 1;1;Towed car
BZ-07-0028-001;Send advice;Person L;2007/03/20 00:00:00.000;2007/04/11 00:00:00.000;Variant 1;1;Towed car
BZ-07-0028-001;Create dossier;Person L;2007/04/11 00:00:00.000;2007/04/11 00:00:00.000;Variant 1;1;Towed car
BZ-07-0028-001;Process decision;Person L;2007/04/11 00:00:00.000;2007/07/30 00:00:00.000;Variant 1;1;Towed car
BZ-07-0028-001;Archive;Person L;2008/08/18 00:00:00.000;2008/08/18 00:00:00.000;Variant 1;1;Towed car
BZ-07-0029-001;Register appeal;Person G;2007/01/11 00:00:00.000;2007/01/11 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-001;Confirm reception;Person G;2007/01/11 00:00:00.000;2007/01/11 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-001;Revision;Person A;2007/09/10 00:00:00.000;2007/10/01 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-001;Archive;Person I;2008/09/08 00:00:00.000;2008/09/08 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-002;Register appeal;Person A;2007/09/11 00:00:00.000;2007/09/11 00:00:00.000;Variant 9;9;Tree cutting permit
BZ-07-0029-002;Confirm reception;Person A;2007/09/11 00:00:00.000;2007/09/11 00:00:00.000;Variant 9;9;Tree cutting permit
BZ-07-0029-002;Register receipt of documents;Person I;2007/09/11 00:00:00.000;2007/09/11 00:00:00.000;Variant 9;9;Tree cutting permit
BZ-07-0029-002;Revision;Person A;2007/09/11 00:00:00.000;2007/10/01 00:00:00.000;Variant 9;9;Tree cutting permit
BZ-07-0029-002;Archive;Person I;2008/09/08 00:00:00.000;2008/09/08 00:00:00.000;Variant 9;9;Tree cutting permit
BZ-07-0029-003;Register appeal;Person A;2007/09/11 00:00:00.000;2007/09/11 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-003;Confirm reception;Person Z;2007/09/11 00:00:00.000;2007/09/11 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-003;Revision;Person A;2007/09/13 00:00:00.000;2007/10/01 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-003;Archive;Person I;2008/09/08 00:00:00.000;2008/09/08 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-004;Register appeal;Person A;2007/09/11 00:00:00.000;2007/09/11 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-004;Confirm reception;Person Z;2007/09/11 00:00:00.000;2007/09/11 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-004;Revision;Person A;2007/09/13 00:00:00.000;2007/10/01 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-004;Archive;Person I;2008/09/08 00:00:00.000;2008/09/08 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-005;Register appeal;Person A;2007/09/11 00:00:00.000;2007/09/11 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-005;Confirm reception;Person Z;2007/09/11 00:00:00.000;2007/09/11 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-005;Revision;Person A;2007/09/13 00:00:00.000;2007/10/01 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-005;Archive;Person I;2008/09/08 00:00:00.000;2008/09/08 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-006;Register appeal;Person A;2007/09/11 00:00:00.000;2007/09/11 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-006;Confirm reception;Person Z;2007/09/11 00:00:00.000;2007/09/11 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-006;Revision;Person A;2007/10/01 00:00:00.000;2007/10/01 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-006;Archive;Person I;2008/09/08 00:00:00.000;2008/09/08 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-007;Register appeal;Person A;2007/09/11 00:00:00.000;2007/09/11 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-007;Confirm reception;Person Z;2007/09/11 00:00:00.000;2007/09/11 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-007;Revision;Person A;2007/10/01 00:00:00.000;2007/10/01 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-007;Archive;Person I;2008/09/08 00:00:00.000;2008/09/08 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-008;Register appeal;Person A;2007/09/11 00:00:00.000;2007/09/11 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-008;Confirm reception;Person Z;2007/09/11 00:00:00.000;2007/09/11 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-008;Revision;Person A;2007/10/01 00:00:00.000;2007/10/01 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-008;Archive;Person I;2008/09/08 00:00:00.000;2008/09/08 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-009;Register appeal;Person A;2007/09/11 00:00:00.000;2007/09/11 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-009;Confirm reception;Person Z;2007/09/11 00:00:00.000;2007/09/11 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-009;Revision;Person A;2007/10/01 00:00:00.000;2007/10/01 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-009;Archive;Person I;2008/09/08 00:00:00.000;2008/09/08 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-010;Register appeal;Person A;2007/09/11 00:00:00.000;2007/09/11 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-010;Confirm reception;Person Z;2007/09/11 00:00:00.000;2007/09/11 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-010;Revision;Person A;2007/10/01 00:00:00.000;2007/10/01 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-010;Archive;Person I;2008/09/08 00:00:00.000;2008/09/08 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-011;Register appeal;Person A;2007/09/11 00:00:00.000;2007/09/11 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-011;Confirm reception;Person Z;2007/09/11 00:00:00.000;2007/09/11 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-011;Revision;Person A;2007/10/01 00:00:00.000;2007/10/01 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-011;Archive;Person I;2008/09/08 00:00:00.000;2008/09/08 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-012;Register appeal;Person A;2007/09/11 00:00:00.000;2007/09/11 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-012;Confirm reception;Person Z;2007/09/11 00:00:00.000;2007/09/11 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-012;Revision;Person A;2007/10/01 00:00:00.000;2007/10/01 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-012;Archive;Person I;2008/09/08 00:00:00.000;2008/09/08 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-013;Register appeal;Person A;2007/09/11 00:00:00.000;2007/09/11 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-013;Confirm reception;Person Z;2007/09/11 00:00:00.000;2007/09/11 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-013;Revision;Person A;2007/10/01 00:00:00.000;2007/10/01 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-013;Archive;Person I;2008/09/08 00:00:00.000;2008/09/08 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-014;Register appeal;Person A;2007/09/11 00:00:00.000;2007/09/11 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-014;Confirm reception;Person Z;2007/09/11 00:00:00.000;2007/09/11 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-014;Revision;Person A;2007/10/01 00:00:00.000;2007/10/01 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-014;Archive;Person I;2008/09/08 00:00:00.000;2008/09/08 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-015;Register appeal;Person A;2007/09/11 00:00:00.000;2007/09/11 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-015;Confirm reception;Person Z;2007/09/11 00:00:00.000;2007/09/11 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-015;Revision;Person A;2007/10/01 00:00:00.000;2007/10/01 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0029-015;Archive;Person I;2008/09/08 00:00:00.000;2008/09/08 00:00:00.000;Variant 8;8;Tree cutting permit
BZ-07-0030-001;Register appeal;Person A;2007/01/11 00:00:00.000;2007/01/12 00:00:00.000;Variant 1;1;Granted building permit
BZ-07-0030-001;Confirm reception;Person A;2007/01/12 00:00:00.000;2007/01/12 00:00:00.000;Variant 1;1;Granted building permit
BZ-07-0030-001;Register receipt of documents;Person M;2007/02/26 00:00:00.000;2007/03/08 00:00:00.000;Variant 1;1;Granted building permit
BZ-07-0030-001;Result hearing / Write advice;Person M;2007/03/08 00:00:00.000;2007/03/20 00:00:00.000;Variant 1;1;Granted building permit
BZ-07-0030-001;Send advice;Person M;2007/04/25 00:00:00.000;2007/04/25 00:00:00.000;Variant 1;1;Granted building permit
BZ-07-0030-001;Create dossier;Person M;2007/05/11 00:00:00.000;2007/05/11 00:00:00.000;Variant 1;1;Granted building permit
BZ-07-0030-001;Process decision;Person M;2007/05/11 00:00:00.000;2007/05/11 00:00:00.000;Variant 1;1;Granted building permit
BZ-07-0030-001;Archive;Person M;2007/05/11 00:00:00.000;2008/09/08 00:00:00.000;Variant 1;1;Granted building permit
BZ-07-0031-001;Register appeal;Person A;2007/01/11 00:00:00.000;2007/01/12 00:00:00.000;Variant 1;1;Rejected building permit
BZ-07-0031-001;Confirm reception;Person A;2007/01/12 00:00:00.000;2007/01/12 00:00:00.000;Variant 1;1;Rejected building permit
BZ-07-0031-001;Register receipt of documents;Person D;2007/02/26 00:00:00.000;2007/06/21 00:00:00.000;Variant 1;1;Rejected building permit
BZ-07-0031-001;Result hearing / Write advice;Person D;2007/06/21 00:00:00.000;2007/12/20 00:00:00.000;Variant 1;1;Rejected building permit
BZ-07-0031-001;Send advice;Person D;2007/12/20 00:00:00.000;2007/12/20 00:00:00.000;Variant 1;1;Rejected building permit
BZ-07-0031-001;Create dossier;Person D;2008/01/11 00:00:00.000;2008/01/11 00:00:00.000;Variant 1;1;Rejected building permit
BZ-07-0031-001;Process decision;Person D;2008/01/11 00:00:00.000;2008/01/23 00:00:00.000;Variant 1;1;Rejected building permit
BZ-07-0031-001;Archive;Person D;2008/09/08 00:00:00.000;2008/09/08 00:00:00.000;Variant 1;1;Rejected building permit
BZ-07-0032-001;Register appeal;Person A;2007/01/11 00:00:00.000;2007/01/11 00:00:00.000;Variant 1;1;Miscellaneous
BZ-07-0032-001;Confirm reception;Person A;2007/01/12 00:00:00.000;2007/01/12 00:00:00.000;Variant 1;1;Miscellaneous
BZ-07-0032-001;Register receipt of documents;Person O;2007/02/26 00:00:00.000;2007/03/05 00:00:00.000;Variant 1;1;Miscellaneous
BZ-07-0032-001;Result hearing / Write advice;Person O;2007/03/05 00:00:00.000;2007/03/27 00:00:00.000;Variant 1;1;Miscellaneous
BZ-07-0032-001;Send advice;Person O;2007/03/27 00:00:00.000;2007/04/24 00:00:00.000;Variant 1;1;Miscellaneous
BZ-07-0032-001;Create dossier;Person O;2007/04/25 00:00:00.000;2007/04/25 00:00:00.000;Variant 1;1;Miscellaneous
BZ-07-0032-001;Process decision;Person O;2007/04/25 00:00:00.000;2007/06/18 00:00:00.000;Variant 1;1;Miscellaneous
BZ-07-0032-001;Archive;Person A;2008/09/08 00:00:00.000;2008/09/08 00:00:00.000;Variant 1;1;Miscellaneous
BZ-07-0033-001;Register appeal;Person A;2007/01/11 00:00:00.000;2007/01/11 00:00:00.000;Variant 1;1;Demolition permit
BZ-07-0033-001;Confirm reception;Person A;2007/01/12 00:00:00.000;2007/01/12 00:00:00.000;Variant 1;1;Demolition permit
BZ-07-0033-001;Register receipt of documents;Person O;2007/01/17 00:00:00.000;2007/02/26 00:00:00.000;Variant 1;1;Demolition permit
BZ-07-0033-001;Result hearing / Write advice;Person O;2007/02/26 00:00:00.000;2007/03/27 00:00:00.000;Variant 1;1;Demolition permit
BZ-07-0033-001;Send advice;Person O;2007/03/27 00:00:00.000;2007/04/11 00:00:00.000;Variant 1;1;Demolition permit
BZ-07-0033-001;Create dossier;Person O;2007/04/11 00:00:00.000;2007/04/11 00:00:00.000;Variant 1;1;Demolition permit
BZ-07-0033-001;Process decision;Person G;2007/04/11 00:00:00.000;2007/04/11 00:00:00.000;Variant 1;1;Demolition permit
BZ-07-0033-001;Archive;Person A;2008/09/08 00:00:00.000;2008/09/08 00:00:00.000;Variant 1;1;Demolition permit
BZ-07-0033-002;Register appeal;Person A;2007/01/11 00:00:00.000;2007/01/11 00:00:00.000;Variant 1;1;Demolition permit
BZ-07-0033-002;Confirm reception;Person A;2007/01/12 00:00:00.000;2007/01/12 00:00:00.000;Variant 1;1;Demolition permit
BZ-07-0033-002;Register receipt of documents;Person O;2007/02/26 00:00:00.000;2007/02/26 00:00:00.000;Variant 1;1;Demolition permit
BZ-07-0033-002;Result hearing / Write advice;Person O;2007/03/27 00:00:00.000;2007/03/27 00:00:00.000;Variant 1;1;Demolition permit
BZ-07-0033-002;Send advice;Person O;2007/03/27 00:00:00.000;2007/04/11 00:00:00.000;Variant 1;1;Demolition permit
BZ-07-0033-002;Create dossier;Person O;2007/04/11 00:00:00.000;2007/04/11 00:00:00.000;Variant 1;1;Demolition permit
BZ-07-0033-002;Process decision;Person O;2007/04/11 00:00:00.000;2007/04/11 00:00:00.000;Variant 1;1;Demolition permit
BZ-07-0033-002;Archive;Person A;2007/04/11 00:00:00.000;2008/09/08 00:00:00.000;Variant 1;1;Demolition permit
BZ-07-0033-003;Register appeal;Person A;2007/01/11 00:00:00.000;2007/01/11 00:00:00.000;Variant 1;1;Demolition permit
BZ-07-0033-003;Confirm reception;Person A;2007/01/12 00:00:00.000;2007/01/12 00:00:00.000;Variant 1;1;Demolition permit
BZ-07-0033-003;Register receipt of documents;Person O;2007/02/26 00:00:00.000;2007/02/26 00:00:00.000;Variant 1;1;Demolition permit
BZ-07-0033-003;Result hearing / Write advice;Person O;2007/03/27 00:00:00.000;2007/03/27 00:00:00.000;Variant 1;1;Demolition permit
BZ-07-0033-003;Send advice;Person O;2007/03/27 00:00:00.000;2007/04/11 00:00:00.000;Variant 1;1;Demolition permit
BZ-07-0033-003;Create dossier;Person O;2007/04/11 00:00:00.000;2007/04/11 00:00:00.000;Variant 1;1;Demolition permit
BZ-07-0033-003;Process decision;Person O;2007/04/11 00:00:00.000;2007/04/11 00:00:00.000;Variant 1;1;Demolition permit
BZ-07-0033-003;Archive;Person A;2008/09/08 00:00:00.000;2008/09/08 00:00:00.000;Variant 1;1;Demolition permit
BZ-07-0034-001;Register appeal;Person A;2007/01/11 00:00:00.000;2007/01/11 00:00:00.000;Variant 1;1;Construction
BZ-07-0034-001;Confirm reception;Person A;2007/01/12 00:00:00.000;2007/01/12 00:00:00.000;Variant 1;1;Construction
BZ-07-0034-001;Register receipt of documents;Person O;2007/02/14 00:00:00.000;2007/02/14 00:00:00.000;Variant 1;1;Construction
BZ-07-0034-001;Result hearing / Write advice;Person O;2007/02/14 00:00:00.000;2007/03/27 00:00:00.000;Variant 1;1;Construction
BZ-07-0034-001;Send advice;Person O;2007/03/27 00:00:00.000;2007/04/24 00:00:00.000;Variant 1;1;Construction
BZ-07-0034-001;Create dossier;Person O;2007/05/03 00:00:00.000;2007/06/01 00:00:00.000;Variant 1;1;Construction
BZ-07-0034-001;Process decision;Person O;2007/06/01 00:00:00.000;2007/06/18 00:00:00.000;Variant 1;1;Construction
BZ-07-0034-001;Archive;Person A;2008/09/08 00:00:00.000;2008/09/08 00:00:00.000;Variant 1;1;Construction
BZ-07-0035-001;Register appeal;Person A;2007/01/11 00:00:00.000;2007/01/12 00:00:00.000;Variant 1;1;
BZ-07-0035-001;Confirm reception;Person A;2007/01/12 00:00:00.000;2007/01/12 00:00:00.000;Variant 1;1;
BZ-07-0035-001;Register receipt of documents;Person M;2007/02/26 00:00:00.000;2007/05/08 00:00:00.000;Variant 1;1;
BZ-07-0035-001;Result hearing / Write advice;Person M;2007/05/08 00:00:00.000;2007/05/16 00:00:00.000;Variant 1;1;
BZ-07-0035-001;Send advice;Person M;2007/05/16 00:00:00.000;2007/05/16 00:00:00.000;Variant 1;1;
BZ-07-0035-001;Create dossier;Person M;2007/05/16 00:00:00.000;2007/05/30 00:00:00.000;Variant 1;1;
BZ-07-0035-001;Process decision;Person M;2007/05/30 00:00:00.000;2007/05/30 00:00:00.000;Variant 1;1;
BZ-07-0035-001;Archive;Person M;2007/07/11 00:00:00.000;2008/09/08 00:00:00.000;Variant 1;1;
BZ-07-0036-001;Register appeal;Person A;2007/01/11 00:00:00.000;2007/01/11 00:00:00.000;Variant 9;9;Environmental law
BZ-07-0036-001;Confirm reception;Person A;2007/01/12 00:00:00.000;2007/01/12 00:00:00.000;Variant 9;9;Environmental law
BZ-07-0036-001;Register receipt of documents;Person M;2007/02/26 00:00:00.000;2007/06/18 00:00:00.000;Variant 9;9;Environmental law
BZ-07-0036-001;Revision;Person A;2007/06/18 00:00:00.000;2007/06/18 00:00:00.000;Variant 9;9;Environmental law
BZ-07-0036-001;Archive;Person M;2007/07/17 00:00:00.000;2008/09/08 00:00:00.000;Variant 9;9;Environmental law
BZ-07-0037-001;Register appeal;Person A;2007/01/12 00:00:00.000;2007/01/12 00:00:00.000;Variant 1;1;Miscellaneous
BZ-07-0037-001;Confirm reception;Person A;2007/01/12 00:00:00.000;2007/01/12 00:00:00.000;Variant 1;1;Miscellaneous
BZ-07-0037-001;Register receipt of documents;Person N;2007/01/12 00:00:00.000;2008/02/15 00:00:00.000;Variant 1;1;Miscellaneous
BZ-07-0037-001;Result hearing / Write advice;Person F;2008/02/18 00:00:00.000;2008/04/23 00:00:00.000;Variant 1;1;Miscellaneous
BZ-07-0037-001;Send advice;Person F;2008/04/24 00:00:00.000;2008/04/24 00:00:00.000;Variant 1;1;Miscellaneous
BZ-07-0037-001;Create dossier;Person F;2008/04/24 00:00:00.000;2008/05/16 00:00:00.000;Variant 1;1;Miscellaneous
BZ-07-0037-001;Process decision;Person F;2008/05/16 00:00:00.000;2008/08/15 00:00:00.000;Variant 1;1;Miscellaneous
BZ-07-0037-001;Archive;Person F;2008/08/15 00:00:00.000;2008/08/15 00:00:00.000;Variant 1;1;Miscellaneous
BZ-07-0038-001;Register appeal;Person A;2007/01/15 00:00:00.000;2007/01/15 00:00:00.000;Variant 1;1;Traffic regulations
BZ-07-0038-001;Confirm reception;Person A;2007/01/15 00:00:00.000;2007/01/15 00:00:00.000;Variant 1;1;Traffic regulations
BZ-07-0038-001;Register receipt of documents;Person I;2007/01/17 00:00:00.000;2007/01/22 00:00:00.000;Variant 1;1;Traffic regulations
BZ-07-0038-001;Result hearing / Write advice;Person I;2007/02/13 00:00:00.000;2007/02/14 00:00:00.000;Variant 1;1;Traffic regulations
BZ-07-0038-001;Send advice;Person I;2007/02/14 00:00:00.000;2007/02/28 00:00:00.000;Variant 1;1;Traffic regulations
BZ-07-0038-001;Create dossier;Person I;2007/02/28 00:00:00.000;2007/02/28 00:00:00.000;Variant 1;1;Traffic regulations
BZ-07-0038-001;Process decision;Person I;2007/02/28 00:00:00.000;2007/02/28 00:00:00.000;Variant 1;1;Traffic regulations
BZ-07-0038-001;Archive;Person I;2008/09/08 00:00:00.000;2008/09/08 00:00:00.000;Variant 1;1;Traffic regulations
BZ-07-0039-001;Register appeal;Person A;2007/01/16 00:00:00.000;2007/02/05 00:00:00.000;Variant 15;15;Townhall registration
BZ-07-0039-001;Confirm reception;Person A;2007/02/05 00:00:00.000;2007/02/05 00:00:00.000;Variant 15;15;Townhall registration
BZ-07-0039-001;Rejected;Person L;2007/02/06 00:00:00.000;2007/02/26 00:00:00.000;Variant 15;15;Townhall registration
BZ-07-0039-001;Register receipt of documents;Person L;2007/02/26 00:00:00.000;2007/02/26 00:00:00.000;Variant 15;15;Townhall registration
BZ-07-0039-001;Result hearing / Write advice;Person L;2007/02/26 00:00:00.000;2008/01/08 00:00:00.000;Variant 15;15;Townhall registration
BZ-07-0039-001;Withdraw appeal;Person L;2008/01/08 00:00:00.000;2008/01/08 00:00:00.000;Variant 15;15;Townhall registration
BZ-07-0039-001;Archive;Person L;2008/08/18 00:00:00.000;2008/08/18 00:00:00.000;Variant 15;15;Townhall registration
BZ-07-0039-002;Register appeal;Person A;2007/01/30 00:00:00.000;2007/01/30 00:00:00.000;Variant 15;15;Townhall registration
BZ-07-0039-002;Confirm reception;Person A;2007/01/30 00:00:00.000;2007/01/30 00:00:00.000;Variant 15;15;Townhall registration
BZ-07-0039-002;Rejected;Person L;2007/02/13 00:00:00.000;2007/02/15 00:00:00.000;Variant 15;15;Townhall registration
BZ-07-0039-002;Register receipt of documents;Person L;2007/02/15 00:00:00.000;2007/02/26 00:00:00.000;Variant 15;15;Townhall registration
BZ-07-0039-002;Result hearing / Write advice;Person L;2007/05/25 00:00:00.000;2008/01/08 00:00:00.000;Variant 15;15;Townhall registration
BZ-07-0039-002;Withdraw appeal;Person L;2008/01/08 00:00:00.000;2008/01/08 00:00:00.000;Variant 15;15;Townhall registration
BZ-07-0039-002;Archive;Person L;2008/08/18 00:00:00.000;2008/08/18 00:00:00.000;Variant 15;15;Townhall registration
BZ-07-0041-001;Register appeal;Person A;2007/01/22 00:00:00.000;2007/01/22 00:00:00.000;Variant 1;1;Tree cutting permit
BZ-07-0041-001;Confirm reception;Person A;2007/01/22 00:00:00.000;2007/01/22 00:00:00.000;Variant 1;1;Tree cutting permit
BZ-07-0041-001;Register receipt of documents;Person M;2007/02/26 00:00:00.000;2007/03/15 00:00:00.000;Variant 1;1;Tree cutting permit
BZ-07-0041-001;Result hearing / Write advice;Person M;2007/03/15 00:00:00.000;2007/05/23 00:00:00.000;Variant 1;1;Tree cutting permit
BZ-07-0041-001;Send advice;Person M;2007/05/23 00:00:00.000;2007/05/23 00:00:00.000;Variant 1;1;Tree cutting permit
BZ-07-0041-001;Create dossier;Person M;2007/05/30 00:00:00.000;2007/05/30 00:00:00.000;Variant 1;1;Tree cutting permit
BZ-07-0041-001;Process decision;Person M;2007/05/30 00:00:00.000;2007/05/30 00:00:00.000;Variant 1;1;Tree cutting permit
BZ-07-0041-001;Archive;Person M;2008/09/08 00:00:00.000;2008/09/08 00:00:00.000;Variant 1;1;Tree cutting permit
BZ-07-0042-001;Register appeal;Person A;2007/01/22 00:00:00.000;2007/01/22 00:00:00.000;Variant 1;1;Granted building permit
BZ-07-0042-001;Confirm reception;Person A;2007/01/22 00:00:00.000;2007/01/22 00:00:00.000;Variant 1;1;Granted building permit
BZ-07-0042-001;Register receipt of documents;Person M;2007/02/26 00:00:00.000;2007/03/08 00:00:00.000;Variant 1;1;Granted building permit
BZ-07-0042-001;Result hearing / Write advice;Person M;2007/03/15 00:00:00.000;2007/05/22 00:00:00.000;Variant 1;1;Granted building permit
BZ-07-0042-001;Send advice;Person M;2007/05/23 00:00:00.000;2007/05/23 00:00:00.000;Variant 1;1;Granted building permit
BZ-07-0042-001;Create dossier;Person M;2007/05/30 00:00:00.000;2007/05/30 00:00:00.000;Variant 1;1;Granted building permit
BZ-07-0042-001;Process decision;Person G;2007/05/30 00:00:00.000;2007/05/30 00:00:00.000;Variant 1;1;Granted building permit
BZ-07-0042-001;Archive;Person M;2008/09/08 00:00:00.000;2008/09/08 00:00:00.000;Variant 1;1;Granted building permit
BZ-07-0042-002;Register appeal;Person A;2007/03/08 00:00:00.000;2007/03/08 00:00:00.000;Variant 1;1;Granted building permit
BZ-07-0042-002;Confirm reception;Person A;2007/03/08 00:00:00.000;2007/03/08 00:00:00.000;Variant 1;1;Granted building permit
BZ-07-0042-002;Register receipt of documents;Person M;2007/03/08 00:00:00.000;2007/03/08 00:00:00.000;Variant 1;1;Granted building permit
BZ-07-0042-002;Result hearing / Write advice;Person M;2007/03/08 00:00:00.000;2007/05/22 00:00:00.000;Variant 1;1;Granted building permit
BZ-07-0042-002;Send advice;Person M;2007/05/22 00:00:00.000;2007/05/30 00:00:00.000;Variant 1;1;Granted building permit
BZ-07-0042-002;Create dossier;Person M;2007/05/30 00:00:00.000;2007/05/30 00:00:00.000;Variant 1;1;Granted building permit
BZ-07-0042-002;Process decision;Person M;2007/05/30 00:00:00.000;2007/05/30 00:00:00.000;Variant 1;1;Granted building permit
BZ-07-0042-002;Archive;Person M;2008/09/08 00:00:00.000;2008/09/08 00:00:00.000;Variant 1;1;Granted building permit
BZ-07-0046-001;Register appeal;Person A;2007/01/22 00:00:00.000;2007/01/22 00:00:00.000;Variant 1;1;Liquor permit
BZ-07-0046-001;Confirm reception;Person A;2007/01/22 00:00:00.000;2007/01/22 00:00:00.000;Variant 1;1;Liquor permit
BZ-07-0046-001;Register receipt of documents;Person M;2007/02/26 00:00:00.000;2007/03/14 00:00:00.000;Variant 1;1;Liquor permit
BZ-07-0046-001;Result hearing / Write advice;Person M;2007/03/14 00:00:00.000;2007/05/16 00:00:00.000;Variant 1;1;Liquor permit
BZ-07-0046-001;Send advice;Person M;2007/05/16 00:00:00.000;2007/05/16 00:00:00.000;Variant 1;1;Liquor permit
BZ-07-0046-001;Create dossier;Person M;2007/05/16 00:00:00.000;2007/06/06 00:00:00.000;Variant 1;1;Liquor permit
BZ-07-0046-001;Process decision;Person M;2007/06/06 00:00:00.000;2007/08/21 00:00:00.000;Variant 1;1;Liquor permit
BZ-07-0046-001;Archive;Person M;2008/09/08 00:00:00.000;2008/09/08 00:00:00.000;Variant 1;1;Liquor permit
BZ-07-0047-001;Register appeal;Person G;2007/01/22 00:00:00.000;2007/01/22 00:00:00.000;Variant 1;1;Townhall registration
BZ-07-0047-001;Confirm reception;Person A;2007/01/22 00:00:00.000;2007/02/01 00:00:00.000;Variant 1;1;Townhall registration
BZ-07-0047-001;Register receipt of documents;Person L;2007/02/08 00:00:00.000;2007/02/12 00:00:00.000;Variant 1;1;Townhall registration
BZ-07-0047-001;Result hearing / Write advice;Person L;2007/02/12 00:00:00.000;2007/03/26 00:00:00.000;Variant 1;1;Townhall registration
